porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Chancay,Antwerp,marítimo,17.21951459007976,polpa de manga,containerizado,Reefer,20ft,2.1724873290925926,14.547274248710046,5.496219842535611,39,91782.13643851911,2024,12,347,3,50
Santos,Hamburg,marítimo,25.21669513688776,polpa de caju,containerizado,Reefer,40ft,1.4323920146103741,8.24210420235004,5.961599640305075,35,109738.11718652521,2023,12,365,6,52
Salaverry,Rotterdam,multimodal,34.37660150664094,polpa de goiaba,granel,Dry,40ft,1.5017029013293266,17.334410961568995,6.035134608802554,43,146842.7026561313,2022,9,247,6,35
Buenaventura,Valencia,marítimo,43.526576762882925,polpa de acerola,containerizado,Reefer,40ft,2.176691069796353,22.95057318871115,5.0505347557661056,29,201685.05798518413,2024,4,106,0,16
Salaverry,Valencia,marítimo,17.920932673421447,polpa de maracujá,containerizado,Reefer,40ft,1.1742837608789212,23.62638399156538,5.9596365686591675,15,99513.31709995354,2022,7,203,4,29
Cartagena,Hamburg,marítimo,13.267775315364682,polpa de caju,containerizado,Reefer,40ft,2.2702194429443283,19.92204780839206,5.175181043418262,52,78576.85431855377,2022,5,123,1,18
Santos,Antwerp,marítimo,22.048135918274973,polpa de acerola,containerizado,Reefer,40ft,1.39868877333116,10.27426516851204,5.6977029527833505,58,91755.84868598165,2023,2,36,6,5
Paranaguá,Rotterdam,marítimo,45.24723843673351,polpa de acerola,containerizado,Reefer,40ft,1.0768346065433623,22.4065385211984,6.089864856153396,18,187307.01095178584,2024,2,37,1,6
Santa Marta,Valencia,marítimo,5.443732775171276,polpa de manga,granel,Reefer,20ft,1.176014059605534,22.7764613340339,6.055017493917719,46,41797.278682442906,2022,10,294,4,42
Cartagena,Rotterdam,marítimo,35.50408772259854,polpa de goiaba,containerizado,Reefer,40ft,2.4288323301082353,12.344844114904411,5.449733817496192,46,150674.46305351515,2022,10,280,4,40
Cartagena,Valencia,marítimo,26.47220208852117,polpa de maracujá,containerizado,Reefer,20ft,1.6769859325658028,8.659634730873613,5.4085487756912265,25,122958.7507604785,2024,6,154,6,22
Chancay,Antwerp,marítimo,12.247079673230601,polpa de goiaba,containerizado,Dry,20ft,1.384657158997687,22.493188682667366,5.660339761783433,13,73240.62644278676,2022,7,198,6,28
Chancay,Valencia,marítimo,19.445968682351,polpa de manga,containerizado,Reefer,40ft,1.7819064252687926,22.701946305056286,5.2830006245266805,41,107836.27912722374,2024,9,252,6,36
Suape,Valencia,aéreo,15.122751974466524,polpa de maracujá,containerizado,Dry,40ft,2.0235199800907004,7.018121691024282,6.462048519062719,29,95452.15737211562,2024,1,22,0,4
Suape,Le Havre,marítimo,44.502447555055504,polpa de maracujá,containerizado,Reefer,40ft,1.478197612066104,24.339685844449765,5.517375606970967,38,187613.0368569228,2022,5,144,1,21
Callao,Antwerp,marítimo,26.684302277524562,polpa de caju,containerizado,Reefer,20ft,2.087906804741536,15.661611061575956,6.384489911018266,40,125967.63135459325,2023,9,244,4,35
Pecém,Hamburg,multimodal,30.339242504262174,polpa de maracujá,containerizado,Reefer,40ft,1.3783780763608031,24.874603898858723,6.362397444439942,54,146010.24972800864,2022,7,187,2,27
Santos,Hamburg,marítimo,31.71594287016593,polpa de acerola,containerizado,Dry,40ft,1.1685058480660608,13.90016500433363,5.547273481343471,26,129379.54293312934,2023,4,99,6,14
Santos,Antwerp,aéreo,33.78277060710602,polpa de goiaba,containerizado,Dry,20ft,1.8245623305536423,15.665666787190961,5.381126948409358,50,159416.674767011,2023,10,295,6,42
Salaverry,Hamburg,multimodal,27.300006066916847,polpa de goiaba,containerizado,Dry,40ft,1.2266780138411955,10.321656639424912,6.156253451789395,34,129929.65598092992,2024,2,34,5,5
Santos,Antwerp,aéreo,5.804308887634212,polpa de caju,containerizado,Dry,40ft,2.4107273180487097,22.978948910307388,5.344066771345481,54,71031.58872914252,2024,8,225,0,33
Santos,Hamburg,aéreo,20.062520911159336,polpa de maracujá,granel,Reefer,20ft,1.0006735421977762,13.874242341451545,5.781869584943714,25,113543.50558486264,2023,2,38,1,6
Pecém,Le Havre,marítimo,13.274295832444604,polpa de manga,containerizado,Reefer,40ft,2.13354414994982,21.292281072547677,5.166034061629835,29,81955.76356091377,2022,5,147,4,21
Buenaventura,Hamburg,marítimo,35.606427931025465,polpa de acerola,containerizado,Reefer,20ft,1.4192098059353664,6.594685501901654,5.5788982318241445,51,142106.83519290152,2024,5,134,0,20
Suape,Valencia,marítimo,7.5517093116520995,polpa de caju,containerizado,Reefer,20ft,2.2691302926585504,20.764932569896253,5.117232385482676,19,67534.96545075084,2023,5,124,3,18
Suape,Antwerp,marítimo,30.37115260002399,polpa de maracujá,containerizado,Dry,20ft,1.0902263256105629,14.804862845029499,5.425159389029086,57,133454.1593472249,2024,7,199,2,29
Paranaguá,Rotterdam,marítimo,14.478427502343543,polpa de manga,containerizado,Reefer,40ft,2.4295008974493575,5.108157594662119,5.99794060728582,32,82430.84660912902,2023,7,186,2,27
Santos,Rotterdam,marítimo,47.69806273101775,polpa de maracujá,containerizado,Reefer,40ft,1.1520923257495201,9.525258779975898,6.486960734825271,42,177039.2072444003,2022,12,338,6,48
Pecém,Antwerp,marítimo,20.0993423983941,polpa de caju,containerizado,Reefer,40ft,2.181824132553168,8.874604228862339,5.382211394759867,52,108673.4887784126,2024,5,142,1,21
Santa Marta,Le Havre,multimodal,19.634953611858542,polpa de manga,granel,Reefer,40ft,1.7760133204534065,20.035291626188794,5.7099819358240085,22,115155.19850819687,2023,10,276,1,40
Suape,Hamburg,aéreo,46.55231005958257,polpa de manga,containerizado,Reefer,20ft,1.6455921878163775,14.544043795864372,5.672069172003729,34,210224.95438322218,2023,4,108,1,16
Pecém,Le Havre,aéreo,23.780656413686362,polpa de manga,containerizado,Reefer,40ft,1.4202336788654073,8.194367933741947,5.276230451311342,59,128963.65297705783,2022,5,151,1,22
Paita,Rotterdam,marítimo,48.3288050383584,polpa de manga,containerizado,Reefer,40ft,2.2620543028735978,10.136059540905052,5.915103554296262,46,199052.6758274027,2022,9,263,1,38
Buenaventura,Antwerp,aéreo,6.087665846007657,polpa de maracujá,containerizado,Reefer,20ft,1.2996270962994252,15.081536106117696,6.0870574202329575,45,66432.56219931146,2022,5,144,1,21
Santos,Antwerp,aéreo,18.785505884096583,polpa de manga,granel,Reefer,20ft,2.0818619124892885,5.392763946393478,5.220829225154677,33,106553.86234940385,2022,12,346,0,50
Paranaguá,Le Havre,marítimo,34.978683211989406,polpa de maracujá,containerizado,Reefer,20ft,1.6686874765420094,13.482511761987475,6.1356868588712015,15,158207.16748248722,2023,9,259,5,37
Salaverry,Le Havre,marítimo,45.088563403743734,polpa de manga,containerizado,Dry,40ft,2.497742510720905,18.5612280730748,6.050242453693237,24,200840.75667566905,2024,10,287,6,41
Suape,Hamburg,aéreo,16.538251685372778,polpa de manga,containerizado,Reefer,40ft,1.917098530254659,15.355091705717577,5.296014321241435,43,110063.9709502003,2024,5,151,3,22
Paita,Valencia,aéreo,46.87149163836507,polpa de caju,containerizado,Reefer,40ft,1.1562844057356525,16.961990821509975,5.973421437676855,13,205703.36275415972,2022,1,2,6,52
Santa Marta,Valencia,marítimo,31.735465992463467,polpa de maracujá,containerizado,Reefer,20ft,1.6292817837279994,11.532362340232996,5.590507519045284,23,138754.72053698447,2024,6,167,5,24
Pecém,Hamburg,marítimo,41.04537094390622,polpa de maracujá,containerizado,Reefer,40ft,1.0994484705777936,8.661514480395116,6.0217066287416445,13,166231.833220469,2022,9,254,6,36
Chancay,Valencia,marítimo,22.874328693810373,polpa de goiaba,containerizado,Reefer,40ft,1.4284834515836717,21.19482580710362,5.744145278353781,37,104952.39590443567,2023,3,88,2,13
Cartagena,Rotterdam,marítimo,14.5481172155093,polpa de caju,containerizado,Reefer,20ft,1.514975192321657,23.11269742872721,5.072206512851077,38,83365.2064773205,2024,11,331,1,48
Santos,Valencia,multimodal,46.00559369514619,polpa de maracujá,containerizado,Reefer,40ft,2.279764912509404,15.214811407497873,6.180450482206689,27,220099.3005928082,2024,10,285,4,41
Santos,Hamburg,multimodal,46.99111407827984,polpa de caju,containerizado,Reefer,40ft,2.2569812149113035,11.100824251627817,5.833399887078626,29,201820.43115699405,2022,1,9,6,1
Paita,Valencia,marítimo,27.3908814869361,polpa de caju,containerizado,Dry,40ft,1.0173358299751019,15.22409659035971,6.087191934288098,57,109813.1577998817,2024,3,86,1,13
Pecém,Antwerp,marítimo,5.2922757199665424,polpa de caju,containerizado,Reefer,20ft,1.7984179225076384,22.57971041274791,5.189107662320388,50,40767.25317400649,2022,7,208,2,30
Callao,Le Havre,marítimo,9.9402329151682,polpa de acerola,containerizado,Reefer,20ft,1.3353156334049237,18.828126947502348,6.081908708904651,41,55621.63413131304,2023,2,39,2,6
Santos,Rotterdam,marítimo,30.78625821042748,polpa de maracujá,containerizado,Dry,20ft,1.4801396470683337,22.172321725802348,5.620499282774722,17,132541.02014196265,2022,6,152,2,22
Callao,Antwerp,marítimo,6.0699516035848795,polpa de caju,containerizado,Reefer,40ft,1.0324769282883028,11.567588461561007,6.198900566038585,52,34206.25934861112,2022,2,54,2,8
Santa Marta,Antwerp,marítimo,22.861036579401286,polpa de acerola,containerizado,Reefer,40ft,2.1246187981679694,19.239582566749917,5.89874881298448,55,112954.75540530978,2023,9,263,2,38
Chancay,Hamburg,marítimo,18.651647550740567,polpa de acerola,containerizado,Reefer,40ft,2.425884663628602,18.06097943023233,5.5323531879047,58,101061.2384265424,2023,8,222,3,32
Paita,Le Havre,marítimo,37.14567239309921,polpa de manga,containerizado,Reefer,20ft,1.3289005604707778,16.432329213008344,5.302875428370919,22,156993.79926333838,2022,4,104,3,15
Pecém,Le Havre,marítimo,7.501040282657088,polpa de manga,containerizado,Dry,40ft,1.5126593005717488,15.564497304610176,6.223886252958864,49,43548.036336670586,2022,9,254,6,36
Pecém,Rotterdam,marítimo,26.992907103977934,polpa de maracujá,containerizado,Reefer,20ft,1.3096509920947963,16.01955766279194,5.840288995364789,55,119656.55725052989,2023,5,145,3,21
Santa Marta,Hamburg,marítimo,31.06014214440224,polpa de manga,granel,Reefer,20ft,2.395072995462293,21.99342179453398,6.481202108945397,52,146377.23603066866,2022,4,99,5,14
Santa Marta,Rotterdam,marítimo,32.77809842236779,polpa de maracujá,containerizado,Dry,20ft,1.01403395186114,23.3198900200829,5.560233005518148,18,139577.84817431803,2022,6,153,3,22
Buenaventura,Valencia,marítimo,23.232095240762337,polpa de acerola,containerizado,Reefer,20ft,1.8757934219365526,7.2572092877047645,6.028578832378695,49,114197.38478865229,2024,7,184,1,27
Cartagena,Antwerp,aéreo,18.696550254329793,polpa de acerola,containerizado,Reefer,40ft,2.3061459416832246,16.375431551806688,5.934231307664721,55,126177.25236222366,2024,5,148,0,22
Suape,Rotterdam,aéreo,35.71218651817169,polpa de maracujá,containerizado,Reefer,20ft,1.2794607611730202,23.368168449464694,5.956372563931173,56,168577.15647060593,2022,12,338,6,48
Suape,Antwerp,aéreo,43.14060716461228,polpa de manga,containerizado,Reefer,40ft,1.8849929370431233,7.694799703181882,6.105469946803486,42,193805.31121324937,2024,4,92,0,14
Salaverry,Hamburg,multimodal,36.21279370022954,polpa de manga,granel,Reefer,40ft,1.0759721572973273,13.257187465938125,5.208662419974431,21,172581.92354011006,2024,8,227,2,33
Paranaguá,Valencia,marítimo,46.94460644557497,polpa de maracujá,containerizado,Reefer,40ft,2.221877700351714,6.781603427018079,5.824466065997406,46,184658.5077350008,2022,6,161,4,23
Paita,Hamburg,marítimo,37.27685864110672,polpa de goiaba,containerizado,Dry,20ft,1.4116436841594073,7.269528040194748,5.763694505591634,34,145245.50081849773,2024,3,71,0,11
Chancay,Valencia,marítimo,39.407843030612824,polpa de manga,containerizado,Reefer,40ft,2.483130125792891,23.082216251190665,5.513794683635811,55,168688.79386173686,2023,2,33,3,5
Pecém,Valencia,aéreo,12.555643847093998,polpa de caju,containerizado,Reefer,20ft,2.383014430734665,13.923591696609867,5.654225399778854,34,97322.20779195488,2024,3,86,1,13
Cartagena,Antwerp,multimodal,23.87928400370203,polpa de manga,containerizado,Reefer,40ft,2.098773954899071,18.77479308009197,5.778218114976826,25,125966.26659197218,2023,2,36,6,5
Callao,Hamburg,marítimo,26.827489893018434,polpa de goiaba,containerizado,Reefer,40ft,1.7452639620572374,7.778288464870666,5.481383472448042,25,117970.35407082448,2023,10,275,0,40
Paita,Hamburg,marítimo,16.533192303257344,polpa de acerola,containerizado,Reefer,40ft,2.149883667791353,5.438949647855116,5.439738248027822,48,95318.03375192749,2024,11,327,4,47
Salaverry,Rotterdam,marítimo,28.784293716032956,polpa de acerola,containerizado,Dry,40ft,1.195913571314143,22.80967914697728,6.107408861999769,44,121946.56877902558,2023,11,323,6,46
Paita,Hamburg,marítimo,18.08563748998314,polpa de acerola,containerizado,Reefer,40ft,1.4652994594212567,16.49091279098044,5.100377214079614,32,95969.9065464749,2023,4,95,2,14
Salaverry,Rotterdam,marítimo,35.937594176198715,polpa de manga,containerizado,Reefer,20ft,1.0403445828652855,5.399755111420137,5.4694446177556735,17,149090.82405905632,2024,8,225,0,33
Pecém,Le Havre,marítimo,26.162981451642914,polpa de acerola,containerizado,Reefer,40ft,1.9675369624146102,24.84678961855974,5.980566719200692,55,126076.24663598737,2023,4,105,5,15
Paranaguá,Le Havre,marítimo,25.646312942106604,polpa de goiaba,containerizado,Reefer,20ft,2.208306457122272,14.84384766027516,5.3131594524965635,12,133556.93812257302,2024,11,316,0,46
Salaverry,Le Havre,marítimo,49.26391389647653,polpa de goiaba,containerizado,Dry,40ft,2.4194283302697515,14.517530163305516,5.858408952928373,33,202347.6687478879,2024,1,20,5,3
Pecém,Hamburg,marítimo,22.66001818441567,polpa de manga,containerizado,Reefer,20ft,2.029760777575362,17.418283686452426,5.453246212472823,52,102830.4360019969,2022,2,38,0,6
Pecém,Hamburg,marítimo,21.303294466530573,polpa de caju,containerizado,Reefer,20ft,2.098136860334094,5.158090683909242,6.2649519100253155,31,105582.8554924522,2022,8,230,3,33
Paranaguá,Rotterdam,aéreo,19.33719670771945,polpa de manga,containerizado,Dry,40ft,2.3431836673524264,16.3827674741288,5.524983998193703,23,121837.30604262388,2023,7,198,0,29
Suape,Valencia,marítimo,45.26371494391091,polpa de acerola,containerizado,Reefer,40ft,2.404567043287189,17.58967807979314,5.3442748425963655,31,195129.7691063609,2023,3,73,1,11
Paita,Rotterdam,aéreo,27.35257217441802,polpa de manga,containerizado,Reefer,40ft,1.7369463248045587,10.939071362061451,5.795155665634087,43,136706.47519992013,2022,1,27,3,4
Santos,Le Havre,aéreo,32.0006514866286,polpa de goiaba,containerizado,Reefer,40ft,1.1646810845624114,19.53704819536597,5.203490769508339,45,163222.7857413356,2022,8,226,6,32
Santos,Rotterdam,marítimo,13.136831555107776,polpa de manga,containerizado,Dry,40ft,1.699625964808236,12.548636324359354,6.1962259511075874,40,68144.74290592922,2024,3,68,4,10
Callao,Valencia,marítimo,29.34240620022171,polpa de manga,containerizado,Reefer,40ft,1.8341107943084347,19.355462689162803,6.02004237690899,30,130640.76201636893,2022,10,284,1,41
Santa Marta,Hamburg,marítimo,17.359168679081975,polpa de caju,containerizado,Reefer,40ft,1.947317157093316,7.876503569050286,6.155763357042374,14,104490.77728999766,2024,5,149,1,22
Callao,Rotterdam,marítimo,37.878661456829484,polpa de goiaba,containerizado,Reefer,20ft,2.48392683596391,23.27395632082036,5.598317299695687,28,181076.4921958822,2024,8,230,5,33
Santa Marta,Le Havre,aéreo,42.4637756956572,polpa de maracujá,containerizado,Reefer,40ft,2.376344822936156,22.589147473125205,6.252505120782413,51,210780.59855169195,2023,3,88,2,13
Santos,Le Havre,marítimo,37.16648114590749,polpa de maracujá,containerizado,Reefer,40ft,1.5945463041185928,8.012529521755411,5.74032219610573,30,156052.28425325832,2024,10,290,2,42
Chancay,Hamburg,aéreo,37.86098748216158,polpa de goiaba,containerizado,Reefer,40ft,1.1701805294060648,23.76907874171042,5.142048552380356,11,201392.78762408497,2024,3,86,1,13
Santos,Rotterdam,marítimo,28.061361685378266,polpa de maracujá,containerizado,Reefer,40ft,1.3221873973340066,16.15560545534548,5.336043873487774,12,131263.34585604165,2023,10,294,5,42
Callao,Valencia,marítimo,37.04531253503609,polpa de acerola,containerizado,Reefer,20ft,1.2606994342501308,19.032993567299368,6.0665792022923295,56,159027.43914842757,2023,7,182,5,26
Cartagena,Hamburg,marítimo,24.020912097867214,polpa de maracujá,containerizado,Reefer,40ft,1.5340190907234947,21.805875847530572,6.344633448212754,39,117035.80751661009,2024,12,343,6,49
Callao,Rotterdam,marítimo,34.31701190883258,polpa de acerola,granel,Reefer,40ft,2.314733925917848,6.6713989416000725,5.142778388627913,43,132757.27023134154,2022,1,17,0,3
Chancay,Antwerp,marítimo,16.656764455423158,polpa de goiaba,containerizado,Reefer,40ft,1.656952759223079,8.385687149323331,6.296322186645818,34,82936.40190982513,2022,6,158,1,23
Paita,Le Havre,aéreo,8.139065554040457,polpa de maracujá,containerizado,Reefer,40ft,1.8509160570967857,10.807818429719235,6.1986047437677465,44,79116.64356448733,2023,4,112,5,16
Santa Marta,Valencia,marítimo,23.606296885488582,polpa de maracujá,containerizado,Reefer,20ft,1.2687503122580723,14.544089627740274,5.534841589977628,38,102145.07127985981,2024,12,340,3,49
Santos,Valencia,marítimo,25.780017010122048,polpa de acerola,containerizado,Reefer,20ft,1.7392724214765947,11.92109012597481,6.033915206594985,21,121288.65237830546,2023,6,153,4,22
Paranaguá,Valencia,marítimo,16.53832211849105,polpa de acerola,containerizado,Reefer,40ft,2.310441582100438,15.116927538841061,5.280427015702299,32,86691.32617322225,2022,4,99,5,14
Cartagena,Le Havre,marítimo,37.746928328325694,polpa de manga,containerizado,Dry,20ft,2.1601948952771153,8.718340546874725,6.220089949900919,37,160063.6149808227,2024,11,331,1,48
Pecém,Rotterdam,multimodal,8.309771553932563,polpa de caju,containerizado,Reefer,20ft,1.1217860736985323,18.643082798663293,5.986008532773516,55,59004.66062526476,2022,10,280,4,40
Chancay,Hamburg,multimodal,15.023674597063486,polpa de maracujá,containerizado,Reefer,40ft,2.2931084031251725,6.114697623674623,5.658244069200597,26,90276.8393748184,2023,5,132,4,19
